ProductKey,CustomerKey,SalesOrderNumber,SalesAmount,OrderDate,ShipDate
541,12993,SO58782,28.99,2025-05-28,2025-06-04
580,11421,SO58783,1700.99,2025-05-28,2025-06-04
374,27944,SO58784,2443.35,2025-05-28,2025-06-04
540,27944,SO58784,32.60,2025-05-28,2025-06-04
529,27944,SO58784,3.99,2025-05-28,2025-06-04
487,27944,SO58784,54.99,2025-05-28,2025-06-04
222,27944,SO58784,34.99,2025-05-28,2025-06-04
225,27944,SO58784,8.99,2025-05-28,2025-06-04
380,16414,SO58785,2443.35,2025-05-28,2025-06-04
540,16414,SO58785,32.60,2025-05-28,2025-06-04
378,24569,SO58786,2443.35,2025-05-28,2025-06-04
529,24569,SO58786,3.99,2025-05-28,2025-06-04
540,24569,SO58786,32.60,2025-05-28,2025-06-04
587,13806,SO58787,769.49,2025-05-28,2025-06-04
478,13806,SO58787,9.99,2025-05-28,2025-06-04
477,13806,SO58787,4.99,2025-05-28,2025-06-04
222,13806,SO58787,34.99,2025-05-28,2025-06-04
237,13806,SO58787,49.99,2025-05-28,2025-06-04
463,13806,SO58787,24.49,2025-05-28,2025-06-04
541,13071,SO58788,28.99,2025-05-28,2025-06-04
528,26455,SO58789,4.99,2025-05-28,2025-06-04
535,26455,SO58789,24.99,2025-05-28,2025-06-04
538,27665,SO58790,21.49,2025-05-28,2025-06-04
538,27442,SO58791,21.49,2025-05-28,2025-06-04
529,27442,SO58791,3.99,2025-05-28,2025-06-04
480,27442,SO58791,2.29,2025-05-28,2025-06-04
528,23184,SO58792,4.99,2025-05-28,2025-06-04
536,23184,SO58792,29.99,2025-05-28,2025-06-04
480,23184,SO58792,2.29,2025-05-28,2025-06-04
484,23184,SO58792,7.95,2025-05-28,2025-06-04
536,23504,SO58793,29.99,2025-05-28,2025-06-04
480,23504,SO58793,2.29,2025-05-28,2025-06-04
477,20457,SO58794,4.99,2025-05-28,2025-06-04
478,20457,SO58794,9.99,2025-05-28,2025-06-04
234,20457,SO58794,49.99,2025-05-28,2025-06-04
225,20457,SO58794,8.99,2025-05-28,2025-06-04
478,20524,SO58795,9.99,2025-05-28,2025-06-04
477,20524,SO58795,4.99,2025-05-28,2025-06-04
489,20524,SO58795,53.99,2025-05-28,2025-06-04
528,15970,SO58796,4.99,2025-05-28,2025-06-04
222,15970,SO58796,34.99,2025-05-28,2025-06-04
528,20734,SO58797,4.99,2025-05-28,2025-06-04
480,20734,SO58797,2.29,2025-05-28,2025-06-04
528,14508,SO58798,4.99,2025-05-28,2025-06-04
228,14508,SO58798,49.99,2025-05-28,2025-06-04
485,19232,SO58799,21.98,2025-05-28,2025-06-04
485,14295,SO58800,21.98,2025-05-28,2025-06-04
222,14295,SO58800,34.99,2025-05-28,2025-06-04
485,14296,SO58801,21.98,2025-05-28,2025-06-04
478,14296,SO58801,9.99,2025-05-28,2025-06-04
477,14296,SO58801,4.99,2025-05-28,2025-06-04
225,14296,SO58801,8.99,2025-05-28,2025-06-04
485,14388,SO58802,21.98,2025-05-28,2025-06-04
214,14388,SO58802,34.99,2025-05-28,2025-06-04
465,14388,SO58802,24.49,2025-05-28,2025-06-04
477,25782,SO58803,4.99,2025-05-28,2025-06-04
491,25782,SO58803,53.99,2025-05-28,2025-06-04
539,20568,SO58804,24.99,2025-05-28,2025-06-04
529,20568,SO58804,3.99,2025-05-28,2025-06-04
529,22397,SO58805,3.99,2025-05-28,2025-06-04
538,22397,SO58805,21.49,2025-05-28,2025-06-04
480,22397,SO58805,2.29,2025-05-28,2025-06-04
530,11566,SO58806,4.99,2025-05-28,2025-06-04
537,11530,SO58807,35.00,2025-05-28,2025-06-04
225,11530,SO58807,8.99,2025-05-28,2025-06-04
485,11530,SO58807,21.98,2025-05-28,2025-06-04
537,11321,SO58808,35.00,2025-05-28,2025-06-04
485,15564,SO58809,21.98,2025-05-28,2025-06-04
478,15564,SO58809,9.99,2025-05-28,2025-06-04
487,15564,SO58809,54.99,2025-05-28,2025-06-04
582,17121,SO58810,1700.99,2025-05-28,2025-06-04
222,17121,SO58810,34.99,2025-05-28,2025-06-04
363,13238,SO58811,2294.99,2025-05-28,2025-06-04
214,13238,SO58811,34.99,2025-05-28,2025-06-04
357,11708,SO58812,2319.99,2025-05-28,2025-06-04
480,11708,SO58812,2.29,2025-05-28,2025-06-04
484,11708,SO58812,7.95,2025-05-28,2025-06-04
357,13355,SO58813,2319.99,2025-05-28,2025-06-04
537,13355,SO58813,35.00,2025-05-28,2025-06-04
485,13355,SO58813,21.98,2025-05-28,2025-06-04
570,27908,SO58814,742.35,2025-05-28,2025-06-04
225,27908,SO58814,8.99,2025-05-28,2025-06-04
217,27908,SO58814,34.99,2025-05-28,2025-06-04
580,19565,SO58815,1700.99,2025-05-28,2025-06-04
539,19565,SO58815,24.99,2025-05-28,2025-06-04
529,19565,SO58815,3.99,2025-05-28,2025-06-04
581,19593,SO58816,1700.99,2025-05-28,2025-06-04
539,19593,SO58816,24.99,2025-05-28,2025-06-04
480,19593,SO58816,2.29,2025-05-28,2025-06-04
606,21002,SO58817,539.99,2025-05-28,2025-06-04
479,21002,SO58817,8.99,2025-05-28,2025-06-04
606,21387,SO58818,539.99,2025-05-28,2025-06-04
538,21387,SO58818,21.49,2025-05-28,2025-06-04
480,21387,SO58818,2.29,2025-05-28,2025-06-04
380,19611,SO58819,2443.35,2025-05-28,2025-06-04
540,19611,SO58819,32.60,2025-05-28,2025-06-04
575,22344,SO58820,2384.07,2025-05-28,2025-06-04
222,22344,SO58820,34.99,2025-05-28,2025-06-04
576,22121,SO58821,2384.07,2025-05-28,2025-06-04
214,22121,SO58821,34.99,2025-05-28,2025-06-04
605,23111,SO58822,539.99,2025-05-28,2025-06-04
479,23111,SO58822,8.99,2025-05-28,2025-06-04
477,23111,SO58822,4.99,2025-05-28,2025-06-04
605,22132,SO58823,539.99,2025-05-28,2025-06-04
479,22132,SO58823,8.99,2025-05-28,2025-06-04
477,22132,SO58823,4.99,2025-05-28,2025-06-04
225,22132,SO58823,8.99,2025-05-28,2025-06-04
584,22972,SO58824,539.99,2025-05-28,2025-06-04
606,25287,SO58825,539.99,2025-05-28,2025-06-04
584,22116,SO58826,539.99,2025-05-28,2025-06-04
538,22116,SO58826,21.49,2025-05-28,2025-06-04
480,22116,SO58826,2.29,2025-05-28,2025-06-04
606,22119,SO58827,539.99,2025-05-28,2025-06-04
538,22119,SO58827,21.49,2025-05-28,2025-06-04
480,22119,SO58827,2.29,2025-05-28,2025-06-04
605,25408,SO58828,539.99,2025-05-28,2025-06-04
479,25408,SO58828,8.99,2025-05-28,2025-06-04
477,25408,SO58828,4.99,2025-05-28,2025-06-04
604,22153,SO58829,539.99,2025-05-28,2025-06-04
479,22153,SO58829,8.99,2025-05-28,2025-06-04
386,20028,SO58830,1120.49,2025-05-28,2025-06-04
489,20028,SO58830,53.99,2025-05-28,2025-06-04
605,11403,SO58831,539.99,2025-05-28,2025-06-04
538,11403,SO58831,21.49,2025-05-28,2025-06-04
480,11403,SO58831,2.29,2025-05-28,2025-06-04
584,26830,SO58832,539.99,2025-05-28,2025-06-04
477,26830,SO58832,4.99,2025-05-28,2025-06-04
479,26830,SO58832,8.99,2025-05-28,2025-06-04
584,11239,SO58833,539.99,2025-05-28,2025-06-04
538,11239,SO58833,21.49,2025-05-28,2025-06-04
529,11239,SO58833,3.99,2025-05-28,2025-06-04
480,11239,SO58833,2.29,2025-05-28,2025-06-04
606,22585,SO58834,539.99,2025-05-28,2025-06-04
479,22585,SO58834,8.99,2025-05-28,2025-06-04
477,22585,SO58834,4.99,2025-05-28,2025-06-04
604,26214,SO58835,539.99,2025-05-28,2025-06-04
479,26214,SO58835,8.99,2025-05-28,2025-06-04
477,26214,SO58835,4.99,2025-05-28,2025-06-04
562,12653,SO58836,2384.07,2025-05-28,2025-06-04
477,12653,SO58836,4.99,2025-05-28,2025-06-04
479,12653,SO58836,8.99,2025-05-28,2025-06-04
467,12653,SO58836,24.49,2025-05-28,2025-06-04
225,14211,SO58837,8.99,2025-05-28,2025-06-04
579,14211,SO58837,1214.85,2025-05-28,2025-06-04
585,28484,SO58838,742.35,2025-05-28,2025-06-04
541,28484,SO58838,28.99,2025-05-28,2025-06-04
530,28484,SO58838,4.99,2025-05-28,2025-06-04
480,28484,SO58838,2.29,2025-05-28,2025-06-04
359,12391,SO58839,2294.99,2025-05-29,2025-06-05
228,11804,SO58840,49.99,2025-05-29,2025-06-05
225,11804,SO58840,8.99,2025-05-29,2025-06-05
536,16683,SO58841,29.99,2025-05-29,2025-06-05
528,16683,SO58841,4.99,2025-05-29,2025-06-05
480,16683,SO58841,2.29,2025-05-29,2025-06-05
478,11463,SO58842,9.99,2025-05-29,2025-06-05
477,11463,SO58842,4.99,2025-05-29,2025-06-05
530,23562,SO58843,4.99,2025-05-29,2025-06-05
592,20047,SO58844,564.99,2025-05-29,2025-06-05
237,20047,SO58844,49.99,2025-05-29,2025-06-05
596,20046,SO58845,539.99,2025-05-29,2025-06-05
535,20046,SO58845,24.99,2025-05-29,2025-06-05
528,20046,SO58845,4.99,2025-05-29,2025-06-05
485,20046,SO58845,21.98,2025-05-29,2025-06-05
478,20046,SO58845,9.99,2025-05-29,2025-06-05
477,20046,SO58845,4.99,2025-05-29,2025-06-05
217,20046,SO58845,34.99,2025-05-29,2025-06-05
237,20046,SO58845,49.99,2025-05-29,2025-06-05
589,16447,SO58846,769.49,2025-05-29,2025-06-05
478,16447,SO58846,9.99,2025-05-29,2025-06-05
477,16447,SO58846,4.99,2025-05-29,2025-06-05
217,16447,SO58846,34.99,2025-05-29,2025-06-05
225,11699,SO58847,8.99,2025-05-29,2025-06-05
490,11699,SO58847,53.99,2025-05-29,2025-06-05
529,11215,SO58848,3.99,2025-05-29,2025-06-05
217,11215,SO58848,34.99,2025-05-29,2025-06-05
529,27217,SO58849,3.99,2025-05-29,2025-06-05
539,27217,SO58849,24.99,2025-05-29,2025-06-05
539,11619,SO58850,24.99,2025-05-29,2025-06-05
480,11619,SO58850,2.29,2025-05-29,2025-06-05
529,11268,SO58851,3.99,2025-05-29,2025-06-05
480,11268,SO58851,2.29,2025-05-29,2025-06-05
530,28087,SO58852,4.99,2025-05-29,2025-06-05
480,28087,SO58852,2.29,2025-05-29,2025-06-05
538,27751,SO58853,21.49,2025-05-29,2025-06-05
488,27751,SO58853,53.99,2025-05-29,2025-06-05
541,15244,SO58854,28.99,2025-05-29,2025-06-05
530,15244,SO58854,4.99,2025-05-29,2025-06-05
477,15244,SO58854,4.99,2025-05-29,2025-06-05
479,15244,SO58854,8.99,2025-05-29,2025-06-05
222,15244,SO58854,34.99,2025-05-29,2025-06-05
540,24932,SO58855,32.60,2025-05-29,2025-06-05
529,24932,SO58855,3.99,2025-05-29,2025-06-05
222,24932,SO58855,34.99,2025-05-29,2025-06-05
528,25882,SO58856,4.99,2025-05-29,2025-06-05
535,25882,SO58856,24.99,2025-05-29,2025-06-05
214,25882,SO58856,34.99,2025-05-29,2025-06-05
536,18642,SO58857,29.99,2025-05-29,2025-06-05
528,18642,SO58857,4.99,2025-05-29,2025-06-05
214,18642,SO58857,34.99,2025-05-29,2025-06-05
529,24430,SO58858,3.99,2025-05-29,2025-06-05
540,24430,SO58858,32.60,2025-05-29,2025-06-05
222,24430,SO58858,34.99,2025-05-29,2025-06-05
234,24430,SO58858,49.99,2025-05-29,2025-06-05
481,24430,SO58858,8.99,2025-05-29,2025-06-05
536,15748,SO58859,29.99,2025-05-29,2025-06-05
528,15748,SO58859,4.99,2025-05-29,2025-06-05
214,15748,SO58859,34.99,2025-05-29,2025-06-05
228,15748,SO58859,49.99,2025-05-29,2025-06-05
471,23549,SO58860,63.50,2025-05-29,2025-06-05
536,23549,SO58860,29.99,2025-05-29,2025-06-05
225,19759,SO58861,8.99,2025-05-29,2025-06-05
474,19759,SO58861,69.99,2025-05-29,2025-06-05
476,20331,SO58862,69.99,2025-05-29,2025-06-05
471,20331,SO58862,63.50,2025-05-29,2025-06-05
476,20125,SO58863,69.99,2025-05-29,2025-06-05
237,20125,SO58863,49.99,2025-05-29,2025-06-05
476,19660,SO58864,69.99,2025-05-29,2025-06-05
237,19660,SO58864,49.99,2025-05-29,2025-06-05
477,17489,SO58865,4.99,2025-05-29,2025-06-05
489,17489,SO58865,53.99,2025-05-29,2025-06-05
477,24630,SO58866,4.99,2025-05-29,2025-06-05
485,19647,SO58867,21.98,2025-05-29,2025-06-05
465,19647,SO58867,24.49,2025-05-29,2025-06-05
528,12848,SO58868,4.99,2025-05-29,2025-06-05
535,12848,SO58868,24.99,2025-05-29,2025-06-05
222,12848,SO58868,34.99,2025-05-29,2025-06-05
225,12848,SO58868,8.99,2025-05-29,2025-06-05
476,28447,SO58869,69.99,2025-05-29,2025-06-05
539,20586,SO58870,24.99,2025-05-29,2025-06-05
529,13805,SO58871,3.99,2025-05-29,2025-06-05
539,13805,SO58871,24.99,2025-05-29,2025-06-05
539,14812,SO58872,24.99,2025-05-29,2025-06-05
529,14812,SO58872,3.99,2025-05-29,2025-06-05
214,14812,SO58872,34.99,2025-05-29,2025-06-05
528,24557,SO58873,4.99,2025-05-29,2025-06-05
536,24557,SO58873,29.99,2025-05-29,2025-06-05
217,24557,SO58873,34.99,2025-05-29,2025-06-05
530,25643,SO58874,4.99,2025-05-29,2025-06-05
214,25643,SO58874,34.99,2025-05-29,2025-06-05
530,11566,SO58875,4.99,2025-05-29,2025-06-05
214,11566,SO58875,34.99,2025-05-29,2025-06-05
538,22420,SO58876,21.49,2025-05-29,2025-06-05
480,22420,SO58876,2.29,2025-05-29,2025-06-05
530,28900,SO58877,4.99,2025-05-29,2025-06-05
467,28900,SO58877,24.49,2025-05-29,2025-06-05
537,11283,SO58878,35.00,2025-05-29,2025-06-05
528,11283,SO58878,4.99,2025-05-29,2025-06-05
480,11283,SO58878,2.29,2025-05-29,2025-06-05
485,16841,SO58879,21.98,2025-05-29,2025-06-05
217,16841,SO58879,34.99,2025-05-29,2025-06-05
537,11871,SO58880,35.00,2025-05-29,2025-06-05
225,12729,SO58881,8.99,2025-05-29,2025-06-05
580,16952,SO58882,1700.99,2025-05-29,2025-06-05
214,16952,SO58882,34.99,2025-05-29,2025-06-05
580,17022,SO58883,1700.99,2025-05-29,2025-06-05
491,17022,SO58883,53.99,2025-05-29,2025-06-05
225,17022,SO58883,8.99,2025-05-29,2025-06-05
593,19165,SO58884,564.99,2025-05-29,2025-06-05
478,19165,SO58884,9.99,2025-05-29,2025-06-05
477,19165,SO58884,4.99,2025-05-29,2025-06-05
490,19165,SO58884,53.99,2025-05-29,2025-06-05
587,14335,SO58885,769.49,2025-05-29,2025-06-05
217,14335,SO58885,34.99,2025-05-29,2025-06-05
353,13396,SO58886,2319.99,2025-05-29,2025-06-05
528,13396,SO58886,4.99,2025-05-29,2025-06-05
537,13396,SO58886,35.00,2025-05-29,2025-06-05
480,13396,SO58886,2.29,2025-05-29,2025-06-05
560,18019,SO58887,1214.85,2025-05-29,2025-06-05
606,22168,SO58888,539.99,2025-05-29,2025-06-05
477,22168,SO58888,4.99,2025-05-29,2025-06-05
479,22168,SO58888,8.99,2025-05-29,2025-06-05
361,12698,SO58889,2294.99,2025-05-29,2025-06-05
380,19602,SO58890,2443.35,2025-05-29,2025-06-05
540,19602,SO58890,32.60,2025-05-29,2025-06-05
529,19602,SO58890,3.99,2025-05-29,2025-06-05
214,19602,SO58890,34.99,2025-05-29,2025-06-05
598,12014,SO58891,539.99,2025-05-29,2025-06-05
478,12014,SO58891,9.99,2025-05-29,2025-06-05
585,28859,SO58892,742.35,2025-05-29,2025-06-05
214,28859,SO58892,34.99,2025-05-29,2025-06-05
568,26510,SO58893,742.35,2025-05-29,2025-06-05
578,25391,SO58894,1214.85,2025-05-29,2025-06-05
541,25391,SO58894,28.99,2025-05-29,2025-06-05
530,25391,SO58894,4.99,2025-05-29,2025-06-05
484,25391,SO58894,7.95,2025-05-29,2025-06-05
573,25155,SO58895,2384.07,2025-05-29,2025-06-05
214,25155,SO58895,34.99,2025-05-29,2025-06-05
574,25079,SO58896,2384.07,2025-05-29,2025-06-05
217,25079,SO58896,34.99,2025-05-29,2025-06-05
386,20006,SO58897,1120.49,2025-05-29,2025-06-05
222,20006,SO58897,34.99,2025-05-29,2025-06-05
384,27127,SO58898,1120.49,2025-05-29,2025-06-05
605,22316,SO58899,539.99,2025-05-29,2025-06-05
479,22316,SO58899,8.99,2025-05-29,2025-06-05
477,22316,SO58899,4.99,2025-05-29,2025-06-05
472,22316,SO58899,63.50,2025-05-29,2025-06-05
561,24183,SO58900,2384.07,2025-05-29,2025-06-05
477,24183,SO58900,4.99,2025-05-29,2025-06-05
479,24183,SO58900,8.99,2025-05-29,2025-06-05
472,24183,SO58900,63.50,2025-05-29,2025-06-05
357,14830,SO59077,2319.99,2025-05-30,2025-06-06
478,14830,SO59077,9.99,2025-05-30,2025-06-06
477,14830,SO59077,4.99,2025-05-30,2025-06-06
363,14424,SO59078,2294.99,2025-05-30,2025-06-06
478,14424,SO59078,9.99,2025-05-30,2025-06-06
487,14424,SO59078,54.99,2025-05-30,2025-06-06
353,13583,SO59079,2319.99,2025-05-30,2025-06-06
537,13583,SO59079,35.00,2025-05-30,2025-06-06
528,13583,SO59079,4.99,2025-05-30,2025-06-06
225,13583,SO59079,8.99,2025-05-30,2025-06-06
217,13583,SO59079,34.99,2025-05-30,2025-06-06
588,16553,SO59080,769.49,2025-05-30,2025-06-06
231,16553,SO59080,49.99,2025-05-30,2025-06-06
528,21188,SO59081,4.99,2025-05-30,2025-06-06
536,21188,SO59081,29.99,2025-05-30,2025-06-06
214,21188,SO59081,34.99,2025-05-30,2025-06-06
490,21188,SO59081,53.99,2025-05-30,2025-06-06
485,18199,SO59082,21.98,2025-05-30,2025-06-06
478,18199,SO59082,9.99,2025-05-30,2025-06-06
477,18199,SO59082,4.99,2025-05-30,2025-06-06
491,18199,SO59082,53.99,2025-05-30,2025-06-06
528,25116,SO59083,4.99,2025-05-30,2025-06-06
214,25116,SO59083,34.99,2025-05-30,2025-06-06
477,22962,SO59084,4.99,2025-05-30,2025-06-06
222,22962,SO59084,34.99,2025-05-30,2025-06-06
529,29092,SO59085,3.99,2025-05-30,2025-06-06
480,29092,SO59085,2.29,2025-05-30,2025-06-06
583,24089,SO59086,1700.99,2025-05-30,2025-06-06
217,24089,SO59086,34.99,2025-05-30,2025-06-06
225,24089,SO59086,8.99,2025-05-30,2025-06-06
583,21018,SO59087,1700.99,2025-05-30,2025-06-06
539,21018,SO59087,24.99,2025-05-30,2025-06-06
529,21018,SO59087,3.99,2025-05-30,2025-06-06
480,21018,SO59087,2.29,2025-05-30,2025-06-06
378,27948,SO59088,2443.35,2025-05-30,2025-06-06
479,27948,SO59088,8.99,2025-05-30,2025-06-06
477,27948,SO59088,4.99,2025-05-30,2025-06-06
590,16045,SO59089,769.49,2025-05-30,2025-06-06
231,16045,SO59089,49.99,2025-05-30,2025-06-06
488,11674,SO59090,53.99,2025-05-30,2025-06-06
539,28977,SO59091,24.99,2025-05-30,2025-06-06
234,28977,SO59091,49.99,2025-05-30,2025-06-06
480,11206,SO59092,2.29,2025-05-30,2025-06-06
540,24391,SO59093,32.60,2025-05-30,2025-06-06
480,24391,SO59093,2.29,2025-05-30,2025-06-06
484,24391,SO59093,7.95,2025-05-30,2025-06-06
540,25018,SO59094,32.60,2025-05-30,2025-06-06
529,25018,SO59094,3.99,2025-05-30,2025-06-06
480,25018,SO59094,2.29,2025-05-30,2025-06-06
486,25018,SO59094,159.00,2025-05-30,2025-06-06
540,11922,SO59095,32.60,2025-05-30,2025-06-06
529,11922,SO59095,3.99,2025-05-30,2025-06-06
536,22776,SO59096,29.99,2025-05-30,2025-06-06
528,22776,SO59096,4.99,2025-05-30,2025-06-06
222,22776,SO59096,34.99,2025-05-30,2025-06-06
475,19894,SO59097,69.99,2025-05-30,2025-06-06
477,17541,SO59098,4.99,2025-05-30,2025-06-06
528,27413,SO59099,4.99,2025-05-30,2025-06-06
222,27413,SO59099,34.99,2025-05-30,2025-06-06
473,27413,SO59099,63.50,2025-05-30,2025-06-06
528,25332,SO59100,4.99,2025-05-30,2025-06-06
214,25332,SO59100,34.99,2025-05-30,2025-06-06
485,14249,SO59101,21.98,2025-05-30,2025-06-06
465,14249,SO59101,24.49,2025-05-30,2025-06-06
237,14249,SO59101,49.99,2025-05-30,2025-06-06
528,14994,SO59102,4.99,2025-05-30,2025-06-06
535,14994,SO59102,24.99,2025-05-30,2025-06-06
529,21865,SO59103,3.99,2025-05-30,2025-06-06
539,21865,SO59103,24.99,2025-05-30,2025-06-06
483,21865,SO59103,120.00,2025-05-30,2025-06-06
529,19909,SO59104,3.99,2025-05-30,2025-06-06
539,19909,SO59104,24.99,2025-05-30,2025-06-06
222,19909,SO59104,34.99,2025-05-30,2025-06-06
536,17805,SO59105,29.99,2025-05-30,2025-06-06
480,17805,SO59105,2.29,2025-05-30,2025-06-06
529,24072,SO59106,3.99,2025-05-30,2025-06-06
480,24072,SO59106,2.29,2025-05-30,2025-06-06
530,27840,SO59107,4.99,2025-05-30,2025-06-06
214,27840,SO59107,34.99,2025-05-30,2025-06-06
225,27840,SO59107,8.99,2025-05-30,2025-06-06
529,24137,SO59108,3.99,2025-05-30,2025-06-06
480,24137,SO59108,2.29,2025-05-30,2025-06-06
485,16149,SO59109,21.98,2025-05-30,2025-06-06
473,16149,SO59109,63.50,2025-05-30,2025-06-06
485,13163,SO59110,21.98,2025-05-30,2025-06-06
481,13163,SO59110,8.99,2025-05-30,2025-06-06
485,18077,SO59111,21.98,2025-05-30,2025-06-06
217,18077,SO59111,34.99,2025-05-30,2025-06-06
463,18077,SO59111,24.49,2025-05-30,2025-06-06
478,12604,SO59112,9.99,2025-05-30,2025-06-06
477,12604,SO59112,4.99,2025-05-30,2025-06-06
225,12604,SO59112,8.99,2025-05-30,2025-06-06
591,19687,SO59113,564.99,2025-05-30,2025-06-06
535,19687,SO59113,24.99,2025-05-30,2025-06-06
480,19687,SO59113,2.29,2025-05-30,2025-06-06
597,22114,SO59114,539.99,2025-05-30,2025-06-06
535,22114,SO59114,24.99,2025-05-30,2025-06-06
528,22114,SO59114,4.99,2025-05-30,2025-06-06
214,22114,SO59114,34.99,2025-05-30,2025-06-06
353,13912,SO59115,2319.99,2025-05-30,2025-06-06
485,13912,SO59115,21.98,2025-05-30,2025-06-06
467,13912,SO59115,24.49,2025-05-30,2025-06-06
359,11796,SO59116,2294.99,2025-05-30,2025-06-06
485,11796,SO59116,21.98,2025-05-30,2025-06-06
478,11796,SO59116,9.99,2025-05-30,2025-06-06
477,11796,SO59116,4.99,2025-05-30,2025-06-06
214,11796,SO59116,34.99,2025-05-30,2025-06-06
228,11796,SO59116,49.99,2025-05-30,2025-06-06
357,13456,SO59117,2319.99,2025-05-30,2025-06-06
485,13456,SO59117,21.98,2025-05-30,2025-06-06
225,13456,SO59117,8.99,2025-05-30,2025-06-06
237,13456,SO59117,49.99,2025-05-30,2025-06-06
586,14949,SO59118,742.35,2025-05-30,2025-06-06
217,14949,SO59118,34.99,2025-05-30,2025-06-06
586,26945,SO59119,742.35,2025-05-30,2025-06-06
214,26945,SO59119,34.99,2025-05-30,2025-06-06
579,25588,SO59120,1214.85,2025-05-30,2025-06-06
479,25588,SO59120,8.99,2025-05-30,2025-06-06
583,23331,SO59121,1700.99,2025-05-30,2025-06-06
378,20228,SO59122,2443.35,2025-05-30,2025-06-06
529,20228,SO59122,3.99,2025-05-30,2025-06-06
540,20228,SO59122,32.60,2025-05-30,2025-06-06
222,20228,SO59122,34.99,2025-05-30,2025-06-06
376,19977,SO59123,2443.35,2025-05-30,2025-06-06
477,19977,SO59123,4.99,2025-05-30,2025-06-06
479,19977,SO59123,8.99,2025-05-30,2025-06-06
225,19977,SO59123,8.99,2025-05-30,2025-06-06
386,25107,SO59124,1120.49,2025-05-30,2025-06-06
477,25107,SO59124,4.99,2025-05-30,2025-06-06
479,25107,SO59124,8.99,2025-05-30,2025-06-06
225,25107,SO59124,8.99,2025-05-30,2025-06-06
390,24476,SO59125,1120.49,2025-05-30,2025-06-06
584,27352,SO59126,539.99,2025-05-30,2025-06-06
222,27352,SO59126,34.99,2025-05-30,2025-06-06
564,11054,SO59127,2384.07,2025-05-30,2025-06-06
214,11054,SO59127,34.99,2025-05-30,2025-06-06
563,24445,SO59128,2384.07,2025-05-30,2025-06-06
222,24445,SO59128,34.99,2025-05-30,2025-06-06
576,24441,SO59129,2384.07,2025-05-30,2025-06-06
217,24441,SO59129,34.99,2025-05-30,2025-06-06
604,22231,SO59130,539.99,2025-05-30,2025-06-06
479,22231,SO59130,8.99,2025-05-30,2025-06-06
477,22231,SO59130,4.99,2025-05-30,2025-06-06
487,22231,SO59130,54.99,2025-05-30,2025-06-06
605,23179,SO59131,539.99,2025-05-30,2025-06-06
386,20296,SO59132,1120.49,2025-05-30,2025-06-06
539,20296,SO59132,24.99,2025-05-30,2025-06-06
384,20110,SO59133,1120.49,2025-05-30,2025-06-06
583,17262,SO59134,1700.99,2025-05-30,2025-06-06
222,17262,SO59134,34.99,2025-05-30,2025-06-06
382,27760,SO59135,1120.49,2025-05-30,2025-06-06
479,27760,SO59135,8.99,2025-05-30,2025-06-06
477,27760,SO59135,4.99,2025-05-30,2025-06-06
222,27760,SO59135,34.99,2025-05-30,2025-06-06
382,12297,SO59136,1120.49,2025-05-30,2025-06-06
214,12297,SO59136,34.99,2025-05-30,2025-06-06
388,27797,SO59137,1120.49,2025-05-30,2025-06-06
563,16830,SO59138,2384.07,2025-05-30,2025-06-06
477,16830,SO59138,4.99,2025-05-30,2025-06-06
479,16830,SO59138,8.99,2025-05-30,2025-06-06
573,29382,SO59139,2384.07,2025-05-30,2025-06-06
562,28416,SO59140,2384.07,2025-05-30,2025-06-06
479,28416,SO59140,8.99,2025-05-30,2025-06-06
477,28416,SO59140,4.99,2025-05-30,2025-06-06
222,28416,SO59140,34.99,2025-05-30,2025-06-06
225,28416,SO59140,8.99,2025-05-30,2025-06-06
574,13411,SO59141,2384.07,2025-05-30,2025-06-06
482,13411,SO59141,8.99,2025-05-30,2025-06-06
606,28325,SO59142,539.99,2025-05-30,2025-06-06
217,28325,SO59142,34.99,2025-05-30,2025-06-06
528,11755,SO59143,4.99,2025-05-31,2025-06-07
535,11755,SO59143,24.99,2025-05-31,2025-06-07
529,15206,SO59144,3.99,2025-05-31,2025-06-07
539,15206,SO59144,24.99,2025-05-31,2025-06-07
217,15206,SO59144,34.99,2025-05-31,2025-06-07
485,23527,SO59145,21.98,2025-05-31,2025-06-07
214,23527,SO59145,34.99,2025-05-31,2025-06-07
580,21020,SO59146,1700.99,2025-05-31,2025-06-07
479,21020,SO59146,8.99,2025-05-31,2025-06-07
477,21020,SO59146,4.99,2025-05-31,2025-06-07
581,21036,SO59147,1700.99,2025-05-31,2025-06-07
539,21036,SO59147,24.99,2025-05-31,2025-06-07
529,21036,SO59147,3.99,2025-05-31,2025-06-07
214,21036,SO59147,34.99,2025-05-31,2025-06-07
580,17799,SO59148,1700.99,2025-05-31,2025-06-07
539,17799,SO59148,24.99,2025-05-31,2025-06-07
583,17756,SO59149,1700.99,2025-05-31,2025-06-07
477,17756,SO59149,4.99,2025-05-31,2025-06-07
479,17756,SO59149,8.99,2025-05-31,2025-06-07
582,17824,SO59150,1700.99,2025-05-31,2025-06-07
539,17824,SO59150,24.99,2025-05-31,2025-06-07
529,17824,SO59150,3.99,2025-05-31,2025-06-07
480,17824,SO59150,2.29,2025-05-31,2025-06-07
486,17824,SO59150,159.00,2025-05-31,2025-06-07
353,15095,SO59151,2319.99,2025-05-31,2025-06-07
237,12051,SO59152,49.99,2025-05-31,2025-06-07
